         1187194 function calls (1168088 primitive calls) in 7.779 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.000    0.000 axis.py:1357(set_label_text)
       20    0.000    0.000    0.000    0.000 axis.py:1368(set_major_formatter)
       20    0.000    0.000    0.000    0.000 axis.py:1379(set_minor_formatter)
       20    0.000    0.000    0.000    0.000 axis.py:1390(set_major_locator)
       20    0.000    0.000    0.000    0.000 axis.py:1401(set_minor_locator)
        1    0.000    0.000    0.000    0.000 axis.py:1521(XAxis)
    21/17    0.000    0.000    0.029    0.002 axis.py:1543(_get_tick)
        1    0.000    0.000    0.000    0.000 axis.py:1550(_get_label)
        1    0.000    0.000    0.000    0.000 axis.py:1569(_get_offset_text)
      101    0.001    0.000    0.025    0.000 axis.py:1603(_update_label_position)
       16    0.000    0.000    0.005    0.000 axis.py:162(set_clip_path)
      101    0.001    0.000    0.022    0.000 axis.py:1626(_update_offset_text_position)
      304    0.001    0.000    0.002    0.000 axis.py:1719(get_view_interval)
        2    0.000    0.000    0.000    0.000 axis.py:1744(get_minpos)
        1    0.000    0.000    0.000    0.000 axis.py:1779(YAxis)
    21/17    0.000    0.000    0.029    0.002 axis.py:1803(_get_tick)
        1    0.000    0.000    0.000    0.000 axis.py:1811(_get_label)
        1    0.000    0.000    0.000    0.000 axis.py:1831(_get_offset_text)
      101    0.001    0.000    0.025    0.000 axis.py:1865(_update_label_position)
      101    0.001    0.000    0.002    0.000 axis.py:1890(_update_offset_text_position)
      304    0.001    0.000    0.002    0.000 axis.py:1985(get_view_interval)
        2    0.000    0.000    0.000    0.000 axis.py:2010(get_minpos)
     1212    0.000    0.000    0.000    0.000 axis.py:215(get_loc)
     1212    0.016    0.000    1.716    0.001 axis.py:219(draw)
        1    0.000    0.000    0.000    0.000 axis.py:22(Tick)
     1212    0.001    0.000    0.003    0.000 axis.py:240(set_label1)
     1212    0.001    0.000    0.003    0.000 axis.py:249(set_label2)
      210    0.000    0.000    0.001    0.000 axis.py:257(_set_artist_props)
        1    0.005    0.005    0.103    0.103 axis.py:3(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:307(XTick)
       21    0.000    0.000    0.001    0.000 axis.py:314(_get_text1_transform)
       21    0.000    0.000    0.001    0.000 axis.py:317(_get_text2_transform)
       21    0.000    0.000    0.000    0.000 axis.py:320(apply_tickdir)
       21    0.000    0.000    0.002    0.000 axis.py:333(_get_text1)
       21    0.000    0.000    0.002    0.000 axis.py:352(_get_text2)
    21/19    0.000    0.000    0.010    0.001 axis.py:369(_get_tick1line)
    21/19    0.000    0.000    0.010    0.001 axis.py:384(_get_tick2line)
       21    0.000    0.000    0.007    0.000 axis.py:400(_get_gridline)
      627    0.005    0.000    0.007    0.000 axis.py:414(update_position)
      606    0.002    0.000    0.005    0.000 axis.py:441(get_view_interval)
        1    0.000    0.000    0.000    0.000 axis.py:446(YTick)
       21    0.000    0.000    0.001    0.000 axis.py:453(_get_text1_transform)
       21    0.000    0.000    0.001    0.000 axis.py:456(_get_text2_transform)
       21    0.000    0.000    0.000    0.000 axis.py:459(apply_tickdir)
       21    0.000    0.000    0.002    0.000 axis.py:473(_get_text1)
       21    0.000    0.000    0.002    0.000 axis.py:489(_get_text2)
    21/19    0.000    0.000    0.010    0.001 axis.py:504(_get_tick1line)
    21/19    0.000    0.000    0.010    0.001 axis.py:520(_get_tick2line)
       21    0.000    0.000    0.007    0.000 axis.py:535(_get_gridline)
      627    0.005    0.000    0.007    0.000 axis.py:550(update_position)
      606    0.002    0.000    0.005    0.000 axis.py:577(get_view_interval)
        1    0.000    0.000    0.000    0.000 axis.py:582(Ticker)
        1    0.000    0.000    0.000    0.000 axis.py:588(Axis)
        2    0.000    0.000    0.007    0.003 axis.py:603(__init__)
    42/34    0.001    0.000    0.058    0.002 axis.py:62(__init__)
        4    0.000    0.000    0.000    0.000 axis.py:670(get_transform)
     2700    0.001    0.000    0.001    0.000 axis.py:673(get_scale)
        4    0.000    0.000    0.000    0.000 axis.py:676(set_scale)
        4    0.000    0.000    0.000    0.000 axis.py:685(limit_range_for_scale)
    16/12    0.000    0.000    0.046    0.004 axis.py:697(cla)
    16/12    0.000    0.000    0.045    0.004 axis.py:732(reset_ticks)
        2    0.000    0.000    0.022    0.011 axis.py:830(set_clip_path)
       36    0.000    0.000    0.000    0.000 axis.py:865(_set_artist_props)
     1616    0.008    0.000    0.089    0.000 axis.py:869(iter_ticks)
      202    0.007    0.000    0.119    0.001 axis.py:918(_update_ticks)
      202    0.005    0.000    0.226    0.001 axis.py:977(_get_tick_bboxes)
     1414    0.029    0.000    0.439    0.000 backend_agg.py:135(draw_text)
       28    0.000    0.000    0.007    0.000 backend_agg.py:159(get_text_width_height_descent)
     1414    0.001    0.000    0.001    0.000 backend_agg.py:206(get_canvas_width_height)
     1442    0.020    0.000    0.087    0.000 backend_agg.py:210(_get_agg_font)
        1    0.001    0.001    0.001    0.001 backend_agg.py:22(<module>)
     5050    0.008    0.000    0.016    0.000 backend_agg.py:234(points_to_pixels)
      102    0.000    0.000    0.000    0.000 backend_agg.py:261(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 backend_agg.py:376(FigureCanvasAgg)
      102    0.001    0.000    2.619    0.026 backend_agg.py:394(draw)
      102    0.001    0.000    0.004    0.000 backend_agg.py:403(get_renderer)
        1    0.000    0.000    0.000    0.000 backend_agg.py:43(RendererAgg)
        1    0.000    0.000    0.001    0.001 backend_agg.py:49(__init__)
     1442    0.002    0.000    0.003    0.000 backend_agg.py:72(_get_hinting_flag)
     2525    0.013    0.000    0.196    0.000 backend_agg.py:80(draw_markers)
        1    0.000    0.000    0.000    0.000 backend_agg.py:86(_update_methods)
      607    0.005    0.000    0.100    0.000 backend_agg.py:97(draw_path)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1100(Event)
      103    0.000    0.000    0.000    0.000 backend_bases.py:1117(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1122(IdleEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1129(DrawEvent)
      102    0.000    0.000    0.000    0.000 backend_bases.py:1139(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1143(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1156(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:116(RendererBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1160(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1169(LocationEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1278(MouseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1323(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:133(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1363(KeyEvent)
     6163    0.002    0.000    0.002    0.000 backend_bases.py:138(open_group)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1394(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1423(__init__)
     6163    0.001    0.000    0.001    0.000 backend_bases.py:146(close_group)
      102    0.000    0.000    0.001    0.000 backend_bases.py:1536(draw_event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1546(resize_event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1752(get_width_height)
        5    0.000    0.000    0.000    0.000 backend_bases.py:2055(mpl_connect)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2207(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2219(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2343(Cursors)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2349(NavigationToolbar2)
        1    0.000    0.000    0.009    0.009 backend_bases.py:2393(__init__)
        3    0.000    0.000    0.000    0.000 backend_bases.py:2832(update)
        4    0.000    0.000    0.000    0.000 backend_bases.py:2867(set_history_buttons)
        1    0.003    0.003    0.013    0.013 backend_bases.py:29(<module>)
     1414    0.000    0.000    0.000    0.000 backend_bases.py:568(flipy)
     7071    0.007    0.000    0.021    0.000 backend_bases.py:590(new_gc)
        1    0.000    0.000    0.000    0.000 backend_bases.py:63(ShowBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:647(GraphicsContextBase)
     7071    0.014    0.000    0.014    0.000 backend_bases.py:660(__init__)
     7071    0.002    0.000    0.002    0.000 backend_bases.py:692(restore)
     4546    0.002    0.000    0.002    0.000 backend_bases.py:722(get_clip_path)
     4546    0.001    0.000    0.001    0.000 backend_bases.py:778(get_snap)
    14243    0.006    0.000    0.006    0.000 backend_bases.py:791(set_alpha)
     3132    0.001    0.000    0.001    0.000 backend_bases.py:802(set_antialiased)
     3132    0.002    0.000    0.002    0.000 backend_bases.py:811(set_capstyle)
      202    0.000    0.000    0.000    0.000 backend_bases.py:820(set_clip_rectangle)
     7071    0.003    0.000    0.003    0.000 backend_bases.py:826(set_clip_path)
      607    0.000    0.000    0.000    0.000 backend_bases.py:834(set_dashes)
     7071    0.020    0.000    0.054    0.000 backend_bases.py:847(set_foreground)
     2525    0.001    0.000    0.001    0.000 backend_bases.py:872(set_joinstyle)
     5657    0.002    0.000    0.002    0.000 backend_bases.py:881(set_linewidth)
      607    0.002    0.000    0.002    0.000 backend_bases.py:887(set_linestyle)
     2021    0.001    0.000    0.001    0.000 backend_bases.py:909(set_url)
     5657    0.002    0.000    0.002    0.000 backend_bases.py:915(set_snap)
     4546    0.002    0.000    0.002    0.000 backend_bases.py:940(get_hatch_path)
        1    0.000    0.000    0.000    0.000 backend_bases.py:949(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:126(FigureCanvasTkAgg)
        1    0.000    0.000    0.007    0.007 backend_tkagg.py:178(__init__)
        1    0.000    0.000    0.033    0.033 backend_tkagg.py:219(resize)
  102/101    0.002    0.000    4.617    0.046 backend_tkagg.py:238(draw)
        3    0.000    0.000    0.000    0.000 backend_tkagg.py:249(draw_idle)
        1    0.000    0.000    0.045    0.045 backend_tkagg.py:253(idle_draw)
        1    0.006    0.006    0.022    0.022 backend_tkagg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:370(FigureManagerTkAgg)
        1    0.000    0.000    0.009    0.009 backend_tkagg.py:379(__init__)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:400(notify_axes_change)
        4    0.000    0.000    0.053    0.013 backend_tkagg.py:429(show)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:462(AxisMenu)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:524(NavigationToolbar)
        3    0.000    0.000    0.000    0.000 backend_tkagg.py:61(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:649(NavigationToolbar2TkAgg)
        1    0.000    0.000    0.009    0.009 backend_tkagg.py:656(__init__)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:67(Show)
        7    0.000    0.000    0.009    0.001 backend_tkagg.py:691(_Button)
        1    0.000    0.000    0.009    0.009 backend_tkagg.py:700(_init_toolbar)
        1    0.000    0.000    0.130    0.130 backend_tkagg.py:73(new_figure_manager)
        3    0.000    0.000    0.000    0.000 backend_tkagg.py:789(update)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:88(TimerTk)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:155(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:110(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:18(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:24(BlockingInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:286(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:380(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:255(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:372(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:484(TimeEncoding)
        1    0.000    0.000    0.000    0.000 calendar.py:496(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:531(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.003    0.003    0.012    0.012 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:129(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:21(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:30(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 case.py:41(_UnexpectedSuccess)
        7    0.000    0.000    0.000    0.000 case.py:588(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:94(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:994(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 cbook.py:108(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 cbook.py:1120(maxdict)
        9    0.000    0.000    0.000    0.000 cbook.py:1126(__init__)
       16    0.000    0.000    0.000    0.000 cbook.py:1130(__setitem__)
        1    0.000    0.000    0.000    0.000 cbook.py:1140(Stack)
        3    0.000    0.000    0.000    0.000 cbook.py:1147(__init__)
        2    0.000    0.000    0.000    0.000 cbook.py:1173(push)
       11    0.000    0.000    0.000    0.000 cbook.py:1192(clear)
        1    0.000    0.000    0.000    0.000 cbook.py:1197(bubble)
       32    0.000    0.000    0.001    0.000 cbook.py:1225(popall)
        1    0.000    0.000    0.000    0.000 cbook.py:1308(MemoryMonitor)
        1    0.000    0.000    0.000    0.000 cbook.py:1426(Grouper)
        1    0.000    0.000    0.000    0.000 cbook.py:146(BoundMethodProxy)
        2    0.000    0.000    0.000    0.000 cbook.py:1460(__init__)
        8    0.000    0.000    0.000    0.000 cbook.py:1468(clean)
        6    0.000    0.000    0.000    0.000 cbook.py:1535(get_siblings)
       11    0.000    0.000    0.000    0.000 cbook.py:159(__init__)
     1428    0.004    0.000    0.007    0.000 cbook.py:1825(is_math_text)
       22    0.000    0.000    0.000    0.000 cbook.py:210(__init__)
       11    0.000    0.000    0.000    0.000 cbook.py:219(connect)
      140    0.000    0.000    0.000    0.000 cbook.py:245(process)
        1    0.000    0.000    0.000    0.000 cbook.py:259(Scheduler)
        1    0.000    0.000    0.000    0.000 cbook.py:279(Timeout)
        1    0.000    0.000    0.000    0.000 cbook.py:297(Idle)
        1    0.000    0.000    0.000    0.000 cbook.py:318(silent_list)
        1    0.000    0.000    0.000    0.000 cbook.py:341(Bunch)
        1    0.000    0.000    0.000    0.000 cbook.py:354(__init__)
     1012    0.002    0.000    0.003    0.000 cbook.py:366(iterable)
    20907    0.017    0.000    0.021    0.000 cbook.py:375(is_string_like)
        1    0.003    0.003    0.003    0.003 cbook.py:4(<module>)
      127    0.000    0.000    0.000    0.000 cbook.py:406(is_numlike)
        1    0.000    0.000    0.000    0.000 cbook.py:44(converter)
        1    0.000    0.000    0.000    0.000 cbook.py:59(tostr)
        1    0.000    0.000    0.000    0.000 cbook.py:64(todatetime)
        1    0.000    0.000    0.000    0.000 cbook.py:720(Sorter)
        1    0.000    0.000    0.000    0.000 cbook.py:771(Xlator)
        1    0.000    0.000    0.000    0.000 cbook.py:78(todate)
        1    0.000    0.000    0.000    0.000 cbook.py:832(Null)
        1    0.000    0.000    0.000    0.000 cbook.py:869(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 cbook.py:870(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:89(tofloat)
        1    0.000    0.000    0.000    0.000 cbook.py:894(RingBuffer)
        1    0.000    0.000    0.000    0.000 cbook.py:900(__Full)
      165    0.001    0.000    0.004    0.000 cbook.py:969(dedent)
        1    0.000    0.000    0.000    0.000 cbook.py:99(toint)
        1    0.004    0.004    0.005    0.005 chebyshev.py:78(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:156(ScalarMappable)
       33    0.000    0.000    0.000    0.000 cm.py:23(_reverser)
       64    0.001    0.000    0.001    0.000 cm.py:28(revcmap)
       69    0.000    0.000    0.001    0.000 cm.py:44(_reverse_cmap_spec)
      138    0.000    0.000    0.001    0.000 cm.py:56(_generate_cmap)
        1    0.002    0.002    0.004    0.004 cm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
        1    0.001    0.001    0.001    0.001 collections.py:1(<module>)
        1    0.001    0.001    0.008    0.008 collections.py:10(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1070(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1133(QuadMesh)
       10    0.007    0.001    0.009    0.001 collections.py:172(namedtuple)
        1    0.000    0.000    0.000    0.000 collections.py:20(OrderedDict)
      392    0.000    0.000    0.000    0.000 collections.py:212(<genexpr>)
       51    0.000    0.000    0.000    0.000 collections.py:229(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:26(Collection)
        1    0.000    0.000    0.000    0.000 collections.py:290(Counter)
        1    0.000    0.000    0.000    0.000 collections.py:581(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:616(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:677(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:719(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:784(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:791(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:798(LineCollection)
        1    0.000    0.000    0.000    0.000 collections.py:955(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:987(EllipseCollection)
        1    0.000    0.000    0.000    0.000 colorbar.py:170(ColorbarBase)
        1    0.000    0.000    0.000    0.000 colorbar.py:20(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:705(Colorbar)
        1    0.000    0.000    0.000    0.000 colors.py:1037(NoNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1109(LightSource)
        1    0.000    0.000    0.000    0.000 colors.py:236(ColorConverter)
     9064    0.005    0.000    0.005    0.000 colors.py:258(to_rgb)
     6493    0.017    0.000    0.029    0.000 colors.py:317(to_rgba)
        1    0.000    0.000    0.000    0.000 colors.py:465(Colormap)
      138    0.000    0.000    0.000    0.000 colors.py:474(__init__)
        1    0.001    0.001    0.005    0.005 colors.py:50(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:614(LinearSegmentedColormap)
      138    0.000    0.000    0.000    0.000 colors.py:621(__init__)
       10    0.000    0.000    0.001    0.000 colors.py:692(from_list)
        1    0.000    0.000    0.000    0.000 colors.py:722(ListedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:785(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:899(LogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:970(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:104(StemContainer)
        1    0.000    0.000    0.000    0.000 container.py:3(Container)
        1    0.000    0.000    0.000    0.000 container.py:87(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:95(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 contour.py:1080(QuadContourSet)
        1    0.000    0.000    0.000    0.000 contour.py:34(ClabelText)
        1    0.002    0.002    0.008    0.008 contour.py:4(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:49(ContourLabeler)
        1    0.000    0.000    0.000    0.000 contour.py:598(ContourSet)
        6    0.000    0.000    0.000    0.000 copy.py:101(_copy_immutable)
        1    0.000    0.000    0.000    0.000 copy.py:123(_copy_inst)
       40    0.000    0.000    0.001    0.000 copy.py:306(_reconstruct)
       47    0.000    0.000    0.001    0.000 copy.py:66(copy)
      468    0.001    0.000    0.001    0.000 copy_reg.py:46(_reconstructor)
       40    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
       11    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
        1    0.000    0.000    0.000    0.000 core.py:1027(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1047(__init__)
       40    0.000    0.000    0.001    0.000 core.py:106(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:125(MAError)
        1    0.000    0.000    0.000    0.000 core.py:128(MaskError)
        1    0.001    0.001    0.002    0.002 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2246(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2251(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2395(_arraymethod)
        9    0.000    0.000    0.000    0.000 core.py:2424(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2430(getdoc)
        4    0.000    0.000    0.000    0.000 core.py:2437(__get__)
        1    0.000    0.000    0.000    0.000 core.py:2465(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2568(MaskedArray)
        5    0.000    0.000    0.000    0.000 core.py:532(filled)
        1    0.000    0.000    0.000    0.000 core.py:5500(mvoid)
    16694    0.010    0.000    0.018    0.000 core.py:5634(isMaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:5690(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:5696(__new__)
        1    0.000    0.000    0.000    0.000 core.py:5699(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:5794(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:5849(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:5851(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5861(_maximum_operation)
        1    0.000    0.000    0.000    0.000 core.py:5863(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5905(_frommethod)
       23    0.000    0.000    0.001    0.000 core.py:5915(__init__)
       23    0.000    0.000    0.001    0.000 core.py:5919(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:7107(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:7119(__init__)
        8    0.000    0.000    0.000    0.000 core.py:7124(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:723(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:731(__init__)
        1    0.000    0.000    0.000    0.000 core.py:745(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:751(__init__)
        1    0.000    0.000    0.000    0.000 core.py:761(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:763(__init__)
        1    0.000    0.000    0.000    0.000 core.py:776(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:778(__init__)
        1    0.000    0.000    0.000    0.000 core.py:788(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:790(__init__)
        1    0.000    0.000    0.000    0.000 core.py:799(_MaskedUnaryOperation)
       26    0.000    0.000    0.000    0.000 core.py:816(__init__)
        1    0.000    0.000    0.000    0.000 core.py:881(_MaskedBinaryOperation)
        4    0.000    0.000    0.000    0.000 core.py:89(doc_note)
       18    0.000    0.000    0.000    0.000 core.py:900(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:123(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:162(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:153(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:306(prep_simple)
        1    0.002    0.002    0.007    0.007 ctypeslib.py:51(<module>)
        1    0.003    0.003    0.009    0.009 dates.py:109(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1112(DateConverter)
        1    0.000    0.000    0.000    0.000 dates.py:140(_UTC)
        1    0.000    0.000    0.000    0.000 dates.py:219(strpdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:316(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:400(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:425(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:496(rrulewrapper)
        1    0.000    0.000    0.000    0.000 dates.py:512(DateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:553(RRuleLocator)
        1    0.000    0.000    0.000    0.000 dates.py:668(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:845(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:901(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:919(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:940(DayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:958(HourLocator)
        1    0.000    0.000    0.000    0.000 dates.py:976(MinuteLocator)
        1    0.000    0.000    0.000    0.000 dates.py:994(SecondLocator)
        1    0.002    0.002    0.008    0.008 decimal.py:116(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:161(DecimalException)
        1    0.000    0.000    0.000    0.000 decimal.py:184(Clamped)
        1    0.000    0.000    0.000    0.000 decimal.py:196(InvalidOperation)
        1    0.000    0.000    0.000    0.000 decimal.py:225(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 decimal.py:235(DivisionByZero)
        1    0.000    0.000    0.000    0.000 decimal.py:251(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 decimal.py:262(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 decimal.py:273(Inexact)
        1    0.000    0.000    0.000    0.000 decimal.py:285(InvalidContext)
        1    0.000    0.000    0.000    0.000 decimal.py:299(Rounded)
        1    0.000    0.000    0.000    0.000 decimal.py:311(Subnormal)
        1    0.000    0.000    0.000    0.000 decimal.py:322(Overflow)
        1    0.000    0.000    0.000    0.000 decimal.py:360(Underflow)
        1    0.000    0.000    0.000    0.000 decimal.py:3717(_ContextManager)
        1    0.000    0.000    0.000    0.000 decimal.py:3732(Context)
        3    0.000    0.000    0.000    0.000 decimal.py:3751(__init__)
        1    0.000    0.000    0.000    0.000 decimal.py:506(Decimal)
        6    0.000    0.000    0.000    0.000 decimal.py:515(__new__)
        1    0.000    0.000    0.000    0.000 decimal.py:5371(_WorkRep)
        1    0.000    0.000    0.000    0.000 decimal.py:5604(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 decimal.py:5608(__init__)
        1    0.001    0.001    0.002    0.002 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1695(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.001    0.001    0.001    0.001 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:195(matrix)
        1    0.000    0.000    0.000    0.000 difflib.py:1640(HtmlDiff)
        1    0.003    0.003    0.008    0.008 difflib.py:29(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:767(Differ)
        1    0.001    0.001    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
