         1187194 function calls (1168088 primitive calls) in 7.779 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       86    0.000    0.000    0.003    0.000 docstring.py:100(dedent_interpd)
       70    0.000    0.000    0.000    0.000 docstring.py:105(copy_dedent)
       70    0.000    0.000    0.001    0.000 docstring.py:112(<lambda>)
        1    0.000    0.000    0.000    0.000 docstring.py:3(Substitution)
        4    0.000    0.000    0.000    0.000 docstring.py:31(__init__)
       90    0.001    0.000    0.001    0.000 docstring.py:35(__call__)
       45    0.000    0.000    0.000    0.000 docstring.py:39(update)
        1    0.000    0.000    0.000    0.000 docstring.py:55(Appender)
       47    0.000    0.000    0.000    0.000 docstring.py:74(__init__)
       47    0.000    0.000    0.000    0.000 docstring.py:78(__call__)
      157    0.000    0.000    0.004    0.000 docstring.py:83(dedent)
       71    0.000    0.000    0.000    0.000 docstring.py:88(copy)
       71    0.000    0.000    0.000    0.000 docstring.py:90(do_copy)
        1    0.000    0.000    0.000    0.000 dviread.py:20(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:31(Dvi)
        1    0.000    0.000    0.000    0.000 dviread.py:384(DviFont)
        1    0.000    0.000    0.000    0.000 dviread.py:463(Vf)
        1    0.000    0.000    0.000    0.000 dviread.py:567(Tfm)
        1    0.000    0.000    0.000    0.000 dviread.py:627(PsfontsMap)
        1    0.000    0.000    0.000    0.000 dviread.py:758(Encoding)
        1    0.000    0.000    0.000    0.000 errors.py:13(DistutilsError)
        1    0.000    0.000    0.000    0.000 errors.py:16(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 errors.py:26(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 errors.py:29(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 errors.py:33(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 errors.py:38(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 errors.py:46(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 errors.py:50(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 errors.py:55(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 errors.py:59(DistutilsInternalError)
        1    0.000    0.000    0.000    0.000 errors.py:63(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 errors.py:66(DistutilsByteCompileError)
        1    0.000    0.000    0.000    0.000 errors.py:70(CCompilerError)
        1    0.000    0.000    0.000    0.000 errors.py:73(PreprocessError)
        1    0.000    0.000    0.000    0.000 errors.py:76(CompileError)
        1    0.000    0.000    0.000    0.000 errors.py:79(LibError)
        1    0.000    0.000    0.000    0.000 errors.py:83(LinkError)
        1    0.000    0.000    0.000    0.000 errors.py:87(UnknownFileError)
        1    0.000    0.000    0.000    0.000 errors.py:9(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1415(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1427(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1481(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:222(_fromnxfunction)
        9    0.000    0.000    0.000    0.000 extras.py:239(__init__)
        9    0.000    0.000    0.000    0.000 extras.py:243(getdoc)
        1    0.001    0.001    0.001    0.001 fftpack.py:32(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:1025(_set_artist_props)
        2    0.000    0.000    0.071    0.036 figure.py:1030(gca)
        1    0.000    0.000    0.000    0.000 figure.py:1055(sca)
        1    0.000    0.000    0.000    0.000 figure.py:1072(add_axobserver)
        4    0.000    0.000    0.000    0.000 figure.py:109(__call__)
        1    0.000    0.000    0.000    0.000 figure.py:115(__contains__)
        1    0.000    0.000    0.000    0.000 figure.py:118(SubplotParams)
        1    0.000    0.000    0.000    0.000 figure.py:122(__init__)
        1    0.007    0.007    0.175    0.175 figure.py:13(<module>)
        2    0.000    0.000    0.000    0.000 figure.py:149(update)
       12    0.000    0.000    0.000    0.000 figure.py:191(_update_this)
        1    0.000    0.000    0.000    0.000 figure.py:200(Figure)
        1    0.000    0.000    0.000    0.000 figure.py:223(__init__)
      106    0.000    0.000    0.001    0.000 figure.py:287(_get_axes)
     3135    0.001    0.000    0.001    0.000 figure.py:292(_get_dpi)
        1    0.000    0.000    0.000    0.000 figure.py:294(_set_dpi)
        1    0.000    0.000    0.000    0.000 figure.py:400(set_canvas)
        1    0.000    0.000    0.000    0.000 figure.py:41(AxesStack)
        1    0.000    0.000    0.000    0.000 figure.py:49(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:496(set_size_inches)
      107    0.000    0.000    0.001    0.000 figure.py:53(as_list)
        2    0.000    0.000    0.000    0.000 figure.py:61(get)
        1    0.000    0.000    0.000    0.000 figure.py:611(_make_key)
        1    0.000    0.000    0.000    0.000 figure.py:614(fixitems)
        1    0.000    0.000    0.000    0.000 figure.py:623(fixlist)
        1    0.000    0.000    0.000    0.000 figure.py:71(_entry_from_axes)
        1    0.000    0.000    0.071    0.071 figure.py:710(add_subplot)
        1    0.000    0.000    0.000    0.000 figure.py:78(bubble)
        1    0.000    0.000    0.000    0.000 figure.py:782(clf)
        1    0.000    0.000    0.000    0.000 figure.py:81(add)
      102    0.003    0.000    2.613    0.026 figure.py:815(draw)
        1    0.000    0.000    0.000    0.000 financial.py:8(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
     5512    0.005    0.000    0.011    0.000 font_manager.py:1009(get_default_size)
       34    0.000    0.000    0.000    0.000 font_manager.py:1031(score_family)
       34    0.000    0.000    0.000    0.000 font_manager.py:1057(score_style)
       34    0.000    0.000    0.000    0.000 font_manager.py:1074(score_variant)
       34    0.000    0.000    0.000    0.000 font_manager.py:1085(score_stretch)
       34    0.000    0.000    0.000    0.000 font_manager.py:1103(score_weight)
       34    0.000    0.000    0.000    0.000 font_manager.py:1121(score_size)
        1    0.000    0.000    0.002    0.002 font_manager.py:1145(findfont)
        1    0.000    0.000    0.002    0.002 font_manager.py:1325(findfont)
        1    0.002    0.002    0.027    0.027 font_manager.py:21(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:344(FontEntry)
        1    0.000    0.000    0.000    0.000 font_manager.py:582(FontProperties)
      113    0.001    0.000    0.002    0.000 font_manager.py:641(__init__)
     4070    0.030    0.000    0.120    0.000 font_manager.py:687(__hash__)
        1    0.000    0.000    0.000    0.000 font_manager.py:697(__str__)
     4105    0.010    0.000    0.021    0.000 font_manager.py:700(get_family)
     4105    0.005    0.000    0.009    0.000 font_manager.py:718(get_style)
     4105    0.004    0.000    0.007    0.000 font_manager.py:728(get_variant)
     4105    0.004    0.000    0.007    0.000 font_manager.py:737(get_weight)
     4105    0.004    0.000    0.007    0.000 font_manager.py:748(get_stretch)
       35    0.000    0.000    0.000    0.000 font_manager.py:758(get_size)
     5512    0.035    0.000    0.048    0.000 font_manager.py:766(get_size_in_points)
     4072    0.001    0.000    0.001    0.000 font_manager.py:775(get_file)
        1    0.000    0.000    0.000    0.000 font_manager.py:781(get_fontconfig_pattern)
       89    0.000    0.000    0.000    0.000 font_manager.py:795(set_family)
       89    0.000    0.000    0.000    0.000 font_manager.py:809(set_style)
       89    0.000    0.000    0.000    0.000 font_manager.py:819(set_variant)
       89    0.000    0.000    0.000    0.000 font_manager.py:827(set_weight)
       89    0.000    0.000    0.000    0.000 font_manager.py:844(set_stretch)
       89    0.000    0.000    0.000    0.000 font_manager.py:861(set_size)
       89    0.000    0.000    0.000    0.000 font_manager.py:875(set_file)
       24    0.000    0.000    0.000    0.000 font_manager.py:899(copy)
        1    0.000    0.000    0.021    0.021 font_manager.py:928(pickle_load)
        1    0.000    0.000    0.000    0.000 font_manager.py:940(FontManager)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:165(generate_fontconfig_pattern)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:34(FontconfigPatternParser)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:69(__init__)
        1    0.003    0.003    0.047    0.047 fontconfig_pattern.py:7(<module>)
        1    0.000    0.000    0.000    0.000 format.py:136(<module>)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1044(ravel)
      100    0.000    0.000    0.001    0.000 fromnumeric.py:1492(alltrue)
    20101    0.015    0.000    0.231    0.000 fromnumeric.py:1508(any)
     3636    0.002    0.000    0.014    0.000 fromnumeric.py:1774(amax)
     3636    0.003    0.000    0.016    0.000 fromnumeric.py:1836(amin)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2(<module>)
      404    0.001    0.000    0.004    0.000 fromnumeric.py:2299(mean)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:45(take)
        2    0.002    0.001    0.003    0.002 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1753(vectorize)
      262    0.008    0.000    0.011    0.000 function_base.py:3181(add_newdoc)
        6    0.000    0.000    0.000    0.000 function_base.py:6(linspace)
        3    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
        3    0.000    0.000    0.000    0.000 functools.py:39(wraps)
       14    0.000    0.000    0.001    0.000 genericpath.py:15(exists)
        7    0.000    0.000    0.000    0.000 genericpath.py:26(isfile)
       15    0.000    0.000    0.001    0.000 genericpath.py:38(isdir)
        1    0.000    0.000    0.000    0.000 genericpath.py:85(_splitext)
        1    0.001    0.001    0.001    0.001 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:18(GeoAxes)
        1    0.000    0.000    0.000    0.000 geo.py:22(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:245(AitoffAxes)
        1    0.000    0.000    0.000    0.000 geo.py:248(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:302(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:330(HammerAxes)
        1    0.000    0.000    0.000    0.000 geo.py:333(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:381(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:416(MollweideAxes)
        1    0.000    0.000    0.000    0.000 geo.py:419(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:486(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:514(LambertAxes)
        1    0.000    0.000    0.000    0.000 geo.py:517(LambertTransform)
        1    0.000    0.000    0.000    0.000 geo.py:578(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 getlimits.py:184(iinfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:2(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:22(finfo)
        2    0.000    0.000    0.000    0.000 getlimits.py:234(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:259(max)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:130(__getitem__)
        1    0.000    0.000    0.000    0.000 gridspec.py:15(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:182(GridSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:189(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:247(get_subplot_params)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:32(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:348(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:412(SubplotSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:417(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:433(get_gridspec)
        1    0.000    0.000    0.000    0.000 gridspec.py:446(get_position)
        4    0.000    0.000    0.000    0.000 gridspec.py:45(get_geometry)
        1    0.000    0.000    0.000    0.000 gridspec.py:61(set_width_ratios)
        1    0.000    0.000    0.000    0.000 gridspec.py:67(set_height_ratios)
        1    0.000    0.000    0.000    0.000 gridspec.py:74(get_grid_positions)
        1    0.000    0.000    0.000    0.000 handler.py:10(<module>)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 handler.py:223(EntityResolver)
        1    0.000    0.000    0.000    0.000 handler.py:47(ContentHandler)
        1    0.002    0.002    0.002    0.002 hashlib.py:55(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:91(__get_openssl_constructor)
        1    0.001    0.001    0.001    0.001 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:3(<module>)
        1    0.004    0.004    0.005    0.005 hermite.py:50(<module>)
        1    0.007    0.007    0.008    0.008 hermite_e.py:50(<module>)
        1    0.000    0.000    0.000    0.000 image.py:1021(BboxImage)
        1    0.000    0.000    0.000    0.000 image.py:30(_AxesImageBase)
        1    0.002    0.002    0.002    0.002 image.py:5(<module>)
        1    0.000    0.000    0.000    0.000 image.py:513(AxesImage)
        1    0.000    0.000    0.000    0.000 image.py:662(NonUniformImage)
        1    0.000    0.000    0.000    0.000 image.py:781(PcolorImage)
        1    0.000    0.000    0.000    0.000 image.py:906(FigureImage)
        1    0.002    0.002    0.007    0.007 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:142(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:228(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:337(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:431(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:436(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:453(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:458(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:505(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:600(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:643(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:82(nd_grid)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 info.py:171(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
       52    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
       52    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
        1    0.002    0.002    0.026    0.026 inspect.py:25(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:628(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:630(BlockFinder)
       52    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
       52    0.000    0.000    0.000    0.000 inspect.py:741(getargs)
       52    0.000    0.000    0.001    0.000 inspect.py:801(getargspec)
        1    0.000    0.000    0.000    0.000 interpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interpolate.py:36(LinearInterpolator)
        1    0.000    0.000    0.000    0.000 interpolate.py:88(NNInterpolator)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.005    0.005    0.006    0.006 laguerre.py:50(<module>)
        1    0.002    0.002    0.003    0.003 legend.py:13(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:35(DraggableLegend)
        1    0.000    0.000    0.000    0.000 legend.py:86(Legend)
        1    0.000    0.000    0.000    0.000 legend_handler.py:127(HandlerNpoints)
        7    0.000    0.000    0.000    0.000 legend_handler.py:128(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:158(HandlerNpointsYoffsets)
        4    0.000    0.000    0.000    0.000 legend_handler.py:159(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:175(HandlerLine2D)
        3    0.000    0.000    0.000    0.000 legend_handler.py:179(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:221(HandlerPatch)
        2    0.000    0.000    0.000    0.000 legend_handler.py:225(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:25(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:254(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:289(HandlerRegularPolyCollection)
        3    0.000    0.000    0.000    0.000 legend_handler.py:293(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:365(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:378(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:39(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:390(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:394(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:505(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:509(__init__)
       10    0.000    0.000    0.000    0.000 legend_handler.py:55(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:572(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:576(__init__)
        1    0.004    0.004    0.005    0.005 legendre.py:74(<module>)
        1    0.002    0.002    0.002    0.002 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:37(LinAlgError)
      127    0.000    0.000    0.000    0.000 lines.py:1013(set_dash_joinstyle)
      127    0.000    0.000    0.000    0.000 lines.py:1024(set_solid_joinstyle)
      127    0.000    0.000    0.000    0.000 lines.py:1048(set_dash_capstyle)
      127    0.000    0.000    0.000    0.000 lines.py:1062(set_solid_capstyle)
     2525    0.002    0.000    0.002    0.000 lines.py:1090(is_dashed)
        1    0.000    0.000    0.000    0.000 lines.py:1094(VertexSelector)
      127    0.003    0.000    0.040    0.000 lines.py:128(__init__)
      127    0.000    0.000    0.009    0.000 lines.py:305(set_fillstyle)
      127    0.000    0.000    0.000    0.000 lines.py:314(set_markevery)
     2525    0.001    0.000    0.001    0.000 lines.py:335(get_markevery)
        2    0.000    0.000    0.000    0.000 lines.py:361(set_axes)
      127    0.000    0.000    0.001    0.000 lines.py:369(set_data)
     2567    0.066    0.000    0.226    0.000 lines.py:386(recache)
        1    0.001    0.001    0.007    0.007 lines.py:4(<module>)
     2524    0.007    0.000    0.038    0.000 lines.py:439(_transform_path)
      127    0.000    0.000    0.001    0.000 lines.py:448(set_transform)
      100    0.002    0.000    0.003    0.000 lines.py:458(_is_sorted)
     2525    0.110    0.000    1.163    0.000 lines.py:463(draw)
     2525    0.005    0.000    0.008    0.000 lines.py:568(get_markeredgecolor)
     2525    0.007    0.000    0.014    0.000 lines.py:582(_get_markerfacecolor)
       43    0.000    0.000    0.004    0.000 lines.py:638(get_path)
      127    0.000    0.000    0.000    0.000 lines.py:655(set_antialiased)
      127    0.000    0.000    0.000    0.000 lines.py:663(set_color)
      127    0.000    0.000    0.000    0.000 lines.py:671(set_drawstyle)
      127    0.000    0.000    0.000    0.000 lines.py:683(set_linewidth)
      127    0.000    0.000    0.001    0.000 lines.py:691(set_linestyle)
        1    0.000    0.000    0.000    0.000 lines.py:71(Line2D)
      127    0.000    0.000    0.010    0.000 lines.py:739(set_marker)
      127    0.000    0.000    0.000    0.000 lines.py:750(set_markeredgecolor)
      127    0.000    0.000    0.000    0.000 lines.py:760(set_markeredgewidth)
      127    0.000    0.000    0.000    0.000 lines.py:770(set_markerfacecolor)
      127    0.000    0.000    0.000    0.000 lines.py:781(set_markerfacecoloralt)
      127    0.000    0.000    0.000    0.000 lines.py:792(set_markersize)
     1481    0.001    0.000    0.001    0.000 lines.py:800(set_xdata)
     1481    0.001    0.000    0.001    0.000 lines.py:809(set_ydata)
       36    0.000    0.000    0.006    0.000 lines.py:899(update_from)
     2525    0.008    0.000    0.025    0.000 lines.py:922(_get_rgb_face)
        1    0.001    0.001    0.002    0.002 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 machar.py:15(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:4(<module>)
        1    0.000    0.000    0.001    0.001 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
      163    0.000    0.000    0.015    0.000 markers.py:109(__init__)
      580    0.003    0.000    0.031    0.000 markers.py:114(_recache)
     2525    0.002    0.000    0.003    0.000 markers.py:123(__nonzero__)
     2525    0.001    0.000    0.001    0.000 markers.py:126(is_filled)
       38    0.000    0.000    0.000    0.000 markers.py:129(get_fillstyle)
      290    0.000    0.000    0.015    0.000 markers.py:132(set_fillstyle)
     2561    0.001    0.000    0.001    0.000 markers.py:138(get_marker)
      290    0.001    0.000    0.018    0.000 markers.py:141(set_marker)
     2525    0.001    0.000    0.001    0.000 markers.py:162(get_path)
     2525    0.003    0.000    0.033    0.000 markers.py:165(get_transform)
     2525    0.001    0.000    0.001    0.000 markers.py:168(get_alt_path)
     2525    0.001    0.000    0.001    0.000 markers.py:174(get_snap_threshold)
      362    0.000    0.000    0.000    0.000 markers.py:177(_set_nothing)
        1    0.000    0.000    0.001    0.001 markers.py:21(MarkerStyle)
        2    0.000    0.000    0.000    0.000 markers.py:247(_set_circle)
        1    0.000    0.000    0.004    0.004 markers.py:5(<module>)
       54    0.000    0.000    0.003    0.000 markers.py:531(_set_tickleft)
       54    0.000    0.000    0.003    0.000 markers.py:537(_set_tickright)
       54    0.000    0.000    0.003    0.000 markers.py:544(_set_tickup)
       54    0.000    0.000    0.003    0.000 markers.py:550(_set_tickdown)
      135    0.000    0.000    0.000    0.000 markers.py:632(<lambda>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1018(StixSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1025(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1214(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1217(Node)
        1    0.000    0.000    0.000    0.000 mathtext.py:1250(Box)
        1    0.000    0.000    0.000    0.000 mathtext.py:1276(Vbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1283(Hbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1290(Char)
        1    0.000    0.000    0.000    0.000 mathtext.py:1368(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1397(List)
        1    0.000    0.000    0.000    0.000 mathtext.py:1458(Hlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:146(MathtextBackendBbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1569(Vlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1643(Rule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1660(Hrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1671(Vrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1680(Glue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1713(GlueSpec)
        8    0.000    0.000    0.000    0.000 mathtext.py:1717(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1749(Fil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1753(Fill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1757(Filll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1761(NegFil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1765(NegFill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1769(NegFilll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1773(SsGlue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1777(HCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1786(VCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1794(Kern)
        1    0.000    0.000    0.000    0.000 mathtext.py:1823(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 mathtext.py:1837(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:1865(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:1891(Ship)
        1    0.004    0.004    0.004    0.004 mathtext.py:19(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:195(MathtextBackendAggRender)
        1    0.000    0.000    0.000    0.000 mathtext.py:2055(Parser)
        1    0.000    0.000    0.000    0.000 mathtext.py:2365(State)
        1    0.000    0.000    0.000    0.000 mathtext.py:241(MathtextBackendBitmapRender)
        1    0.000    0.000    0.000    0.000 mathtext.py:252(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 mathtext.py:2908(MathTextParser)
        3    0.000    0.000    0.000    0.000 mathtext.py:2929(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:293(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 mathtext.py:321(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 mathtext.py:350(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:378(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 mathtext.py:406(Fonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:562(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:567(CachedFont)
        1    0.000    0.000    0.000    0.000 mathtext.py:680(BakomaFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:795(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:905(StixFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:94(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mbcs.py:20(decode)
        1    0.000    0.000    0.000    0.000 mbcs.py:23(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mbcs.py:27(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mbcs.py:30(StreamWriter)
        1    0.000    0.000    0.000    0.000 mbcs.py:33(StreamReader)
        1    0.000    0.000    0.000    0.000 mbcs.py:38(getregentry)
        1    0.000    0.000    0.000    0.000 mbcs.py:9(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 mlab.py:1204(FIFOBuffer)
        1    0.001    0.001    0.002    0.002 mlab.py:142(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:2343(FormatObj)
        1    0.000    0.000    0.000    0.000 mlab.py:2360(FormatString)
        1    0.000    0.000    0.000    0.000 mlab.py:2371(FormatFormatStr)
        2    0.000    0.000    0.000    0.000 mlab.py:2372(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:2382(FormatFloat)
        2    0.000    0.000    0.000    0.000 mlab.py:2383(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:2400(FormatInt)
        1    0.000    0.000    0.000    0.000 mlab.py:2411(FormatBool)
        1    0.000    0.000    0.000    0.000 mlab.py:2420(FormatPercent)
        1    0.000    0.000    0.000    0.000 mlab.py:2424(FormatThousands)
        1    0.000    0.000    0.000    0.000 mlab.py:2429(FormatMillions)
        1    0.000    0.000    0.000    0.000 mlab.py:2434(FormatDate)
        1    0.000    0.000    0.000    0.000 mlab.py:2450(FormatDatetime)
        1    0.000    0.000    0.000    0.000 mlab.py:804(PCA)
        1    0.000    0.000    0.000    0.000 new.py:5(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:109(NoseTester)
       19    0.000    0.000    0.000    0.000 nosetester.py:138(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        3    0.000    0.000    0.000    0.000 nosetester.py:82(_docmethod)
        1    0.003    0.003    0.010    0.010 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:125(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:81(BagObj)
       75    0.000    0.000    0.000    0.000 ntpath.py:122(splitdrive)
       22    0.000    0.000    0.000    0.000 ntpath.py:164(split)
